Timestamp,Year,What,Who,URL,Tags,Type,Additional Comments
3/4/2026 18:51,2026,First LLM Classifier,"Ben Welsh, Derek Willis, Andrew Briz, Florent Daudens.",https://github.com/palewire/first-llm-classifier,#genai #python,"Presentation, Workshop, Repo or Tip Sheet",Learn how journalists use large-language models to organize and analyze massive datasets
3/5/2026 21:03,2026,No-Code Agentic AI Pipelines with n8n,Jonathan Soma,https://github.com/jsoma/workshop-n8n,#genai,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:07,2026,From Chaos to Narrative: Using R For Story Discovery in Document Collections,Rob Wells and Tiasia Saunders,https://github.com/profrobwells/nicar2026/tree/main/NICAR_Text_Analysis_2026,#textanalysis #rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:09,2026,"Explore Financial Disclosures From President Trump and 1,500 of His Appointees",ProPublica,https://projects.propublica.org/trump-team-financial-disclosures/,#databases #politics,Work Samples,
3/5/2026 21:15,2026,Decoding Deportation Data,Jeff Hargarten,https://github.com/jeffhargarten/nicar26_ice,#immigration #ice #data,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:18,2026,Finding the Story: Transportation Data,Cat Murphy,https://github.com/catelizabethmurphy/nicar26/tree/main,#data #transportation #government #rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:22,2026,Analyzing election data with Polars and Python,Eade Hemingway and Oliver Hawkins,https://github.com/olihawkins/nicar-2026-polars,#elections #python,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:24,2026,Using immigration data to tell stories in your community,Julia Ingram and Joe Yerardi,https://github.com/juliaingram/asylum-denial-rates-nicar26,#immigration #data #rstats #python,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:27,2026,Detangling federal lobbying disclosures with LobbyR,Chris Cioffi,https://github.com/Lobbying-DisclosuRe/lobbyR_NICAR,#politics #rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:30,2026,"Running large language models locally, on your computer!",Aarushi Sahejpal and Dhrumil Mehta,https://github.com/aarushisahejpal/localmodels-nicar26,#genai #llms #python,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:34,2026,Enhancing public records work with LLMs,Sanjin Ibrahimovic and Allan Lasser,https://github.com/MuckRock/NICAR/blob/main/2026-public-records-llm/README.md,#genai #llms #python,"Presentation, Workshop, Repo or Tip Sheet",Explore the Python libraries for the MuckRock Requests and DocumentCloud APIs
3/5/2026 21:36,2026,Introduction to R,Liz Lucas,https://github.com/ireapps/NICAR26-Intro-to-R,#rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:38,2026,How to HMDA,Sahana Jayaraman,https://github.com/sahanasjay/NICAR_how_to_hmda,#rstats #housing #mortgagedata,"Presentation, Workshop, Repo or Tip Sheet","A hands-on workshop notebook for finding DSCR (Debt Service Coverage Ratio) investor loans in public HMDA mortgage data,"
3/5/2026 21:40,2026,Intro to OpenRefine,Christian McDonald,https://utdata.github.io/openrefine/,#OpenRefine #Datacleaning,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:42,2026,Analysis and Plotting in R,"Karina Kumar, Adriana Rezal and Katherine Oung",https://github.com/karina-kumar/NICAR26-R-Sessions,#rstats #dataviz,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:45,2026,"Introducing libfec, a faster FEC filing parser",Alex Garcia,https://github.com/asg017/nicar26-libfec,#campaignfinance #politics #commandline,"Presentation, Workshop, Repo or Tip Sheet",Alex did a video of his presentation info at https://www.youtube.com/watch?v=UdkQ5HEiF20
3/5/2026 21:47,2026,10 things you didn’t know you could do in R,Amy DiPierro,https://github.com/DiPierro/nicar26-10-things-R,#rstats,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:49,2026,"Extracting data from PDFs using command-line and other advanced tools""",Alex Garcia,https://github.com/asg017/nicar26-pdf,#rstats #pdfs,"Presentation, Workshop, Repo or Tip Sheet",
3/5/2026 21:51,2026,Coaching AI Tools for Coding and Data Tasks,Charles Minshew,https://github.com/charlesminshew/nicar26/tree/main/coaching-ai-tools,#GenAI,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2026 7:59,2026,AI Glossary for Journalists,"Ryan Serpico, Jon Keegan and Libby Seline",https://aiglossary.news,#GenAI,"Tool, Software or Resource","Free, open-source glossary of 51 AI terms and concepts for journalists. Authors will be adding to it"
3/6/2026 8:00,2026,AI Concepts You Should Know,"Ryan Serpico, Jon Keegan and Libby Seline",https://docs.google.com/presentation/d/1Qw--VgCdl-eJ4vdHXdKI2TH4YqG0VGK6L8COQ0xxpQU/edit?slide=id.p#slide=id.p,#GenAI,"Presentation, Workshop, Repo or Tip Sheet",Slides from their NICAR presentation. There's also a separate AI glossary.
3/6/2026 10:23,2026,Analyzing Images & Video with AI,Jonathan Soma,https://jsoma.github.io/workshop-ai-images-video/nicar-2026/,#GenAI #Videos #Python,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2026 17:07,2026,Natural PDF workshop,Jonathan Soma,https://jsoma.github.io/natural-pdf-workshop/,#pdfs #coding #extraction,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2026 20:34,2026,Intro to Data Viz 102 - D3.js,Andrew O'Day Williams,https://github.com/aow207/nicar-26-data-viz-102,#dataviz #d3js #javascript,"Presentation, Workshop, Repo or Tip Sheet",A beginner-friendly D3 workshop repo
3/6/2026 20:37,2026,GitHub Actions for Data Automation,Sean McMinn,https://github.com/shmcminn/nicar26-github-actions,#GitHub #GitHubActions #automation,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2026 20:42,2026,Building Newsroom Products with LLMs,"Clayton Ludwig, Cat Murphy, Derek Willis",https://github.com/NewsAppsUMD/nicar2026,#GenAI #Python,"Presentation, Workshop, Repo or Tip Sheet",
3/6/2026 20:45,2026,Meaningfully semantic search tool for text data in spreadsheets.,Jeremy B. Merrill,https://github.com/jeremybmerrill/meaningfully,#Search #Spreadsheets,"Tool, Software or Resource",The tool was demo'd but in alpha status as of NICAR 2026
3/6/2026 20:48,2026,Legitalk Smart Transcripts from Government Meetings,Angela Eichhorst,https://github.com/ang-eichhorst/legitalk,#government #videos #transcripts #search #python,"Tool, Software or Resource","The goal of this project is to provide a flexible framework for converting video of meetings into interactive, searchable, and shareable web pages. This can be done for a single meeting or as a fully automated ""factory"" that continuously processes new meetings as they are posted."
3/6/2026 20:53,2026,"Semantra, a multipurpose tool for semantically searching documents",Dylan Freedman,https://github.com/freedmand/semantra,#SemanticSearch #Search #Python,"Tool, Software or Resource","The tool, made to run on the command line, analyzes specified text and PDF files on your computer and launches a local web search application for interactively querying them. The purpose of Semantra is to make running a specialized semantic search engine easy, friendly, configurable, and private/secure.
Semantra is built for individuals seeking needles in haystacks — journalists sifting through leaked documents on deadline, researchers seeking insights within papers, students engaging with literature by querying themes, historians connecting events across books, and so forth."
3/6/2026 21:03,2026,AI Tools that Won't Get You Fired,Mike Reilley,https://drive.google.com/drive/folders/1qLLtShke2lWtqP6DSvmpDWdypab2z760,#GenAI,"Presentation, Workshop, Repo or Tip Sheet",Resource collection from his NICAR presentation
3/7/2026 8:12,2026,"CAROL Cleaner, which cleans up NTSB safety recommendation data",Cat Murphy,https://catelizabethmurphy.github.io/carol_cleaner/index.html,#transportation,"Tool, Software or Resource","Drop in raw CAROL export → clean, analysis-ready data · optionally enrich with JSON"
3/7/2026 12:42,2026,First PMTiles Map,Ben Welsh,https://palewi.re/docs/first-pmtiles-map/,#GIS #PMTiles #maps #mapping #MapLibre,"Presentation, Workshop, Repo or Tip Sheet",Learn how to display a massive dataset on an interactive map using PMTiles and MapLibre
3/7/2026 13:15,2026,Browser automation with Playwright,Jonathan Soma,https://jsoma.github.io/workshop-browser-automation/,#webscraping #python #scraping,"Presentation, Workshop, Repo or Tip Sheet","Learn to scrape JavaScript-rendered websites using Playwright. We'll click buttons, fill out forms, loop through dropdowns and paginated results, and download files — all from the comfort of a Jupyter notebook."
3/7/2026 18:11,2026,From satellites to stories: Leveraging Google Earth Engine to analyze global environmental datasets for local reporting,Carl Churchill,https://docs.google.com/document/d/1txnZPaPkdOgM2lAoLCzRBYG7zd47cyfofEWJXcpAv4I/edit?tab=t.0,#GoogleEarth,"Presentation, Workshop, Repo or Tip Sheet",
3/7/2026 18:15,2026,CDC Wonder Tip Sheet,Destiny Herbers,https://docs.google.com/document/d/1zoZAODDLmF2I-948a_Rus6glUXCaoFVp539PlJO2DQM/edit?tab=t.0,#CDC #PublicHealth #HealthData,"Presentation, Workshop, Repo or Tip Sheet",CDC Wonder (Wide-ranging ONline Data for Epidemiologic Research) is an incredibly powerful tool for analyzing public health data. Session: Digging into Death with CDC Wonder
3/7/2026 18:18,2026,Finding Undocumented APIs,Leon Yin,https://inspectelement.org/apis.html,#APIs,"Presentation, Workshop, Repo or Tip Sheet",
3/7/2026 20:30,2026,Finding the Story: Deaths in Custody,Ethan Corey,https://docs.google.com/presentation/d/1GCvVxQYICbTGAWuZxGTWa-PxEwM85xqHCNbcKAz5nEg/edit?slide=id.p#slide=id.p,#criminaljustice,"Presentation, Workshop, Repo or Tip Sheet",
3/7/2026 20:33,2026,Beyond Ironclad: Fact-Checking the Data Story,Ethan Corey,https://colab.research.google.com/drive/1NrbfS4ik_przKU74RyuWhBvcFFTQVQmN,#factchecking,"Presentation, Workshop, Repo or Tip Sheet","This Colab notebook offers a short guide and tutorial on how to identify and fix common errors in data projects. While the notebook is written in Python, the lessons apply across the board."
3/7/2026 20:39,2026,Making public data actually public,"Kevin Uhrmacher, Jennifer LaFleur, Cam Rodriguez, Rahul Deshpande",https://docs.google.com/presentation/d/1tkfPITbBHQS3brKJhEN35CQ9Kdi6FNfWLIxj2otKMKg/edit?slide=id.g3c53b737c1c_0_1#slide=id.g3c53b737c1c_0_1,#data,"Presentation, Workshop, Repo or Tip Sheet",Building tools to serve communities
3/8/2026 9:16,2026,Coding agents for data analysis - materials from Simon Willison's 3-hour workshop,Simon Willison,https://simonw.github.io/nicar-2026-coding-agents/,#genai #agents,"Presentation, Workshop, Repo or Tip Sheet","From 3-hour workshop. Coding agents such as Claude Code and OpenAI Codex are mainly marketed at developers, but they’re actually applicable to a much wider array of problems, including data analysis, data cleaning, web scraping and other tasks commonly faced by data journalists.
In this session, you’ll learn how to apply these tools to both simple and ambitious data reporting projects. You’ll go away with a very powerful new tool for collecting, exploring, analyzing and presenting data."
3/8/2026 11:01,2026,Quiz The Vote: How to prepare for election coverage and a voter quiz,"Evan Wyloge, Sandra Fish",https://docs.google.com/presentation/d/1wDK-GO6-E2DtfI4kYPCMcxi-7TT6vNtcXRvpAGZYyqU/edit?slide=id.p#slide=id.p,#elections #politics,"Presentation, Workshop, Repo or Tip Sheet","Use our quiz to focus on policy, not politics, in 2026"
3/8/2026 12:35,2026,Cracking the Code: How to read local government budgets,AmyJo Brown,https://docs.google.com/presentation/d/1hsUra03oBO5A_hkxxEk5IhCG1SRUEPpsMqe1dQ3cBvQ/edit?slide=id.g3cdd1b1cb90_0_591#slide=id.g3cdd1b1cb90_0_591,#budgets,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2026 14:58,2026,Everything you never wanted to know about crypto: A primer for data investigations,"Caitlin Ostroff, Jeremy Merrill, Sam Kessler",https://docs.google.com/presentation/d/1UgFwBHdsQjo96z6FJQuX-ayvaDrpBQxUJEOq8u9ehYQ/edit?slide=id.g3c6bf761801_0_961#slide=id.g3c6bf761801_0_961,#crypto,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2026 15:02,2026,Today's News for Tomorrow,Laura Moscoso,https://docs.google.com/presentation/d/1sJesqpagUodBRXfkyNDEZa0x-udeiV8PdtDWdU4D-K0/edit?slide=id.g2b737ef2c51_0_0#slide=id.g2b737ef2c51_0_0,#grants #Internet,"Presentation, Workshop, Repo or Tip Sheet",
3/8/2026 15:12,2026,Analyze geospatial data in Python with geopandas,Janie Haseman,https://github.com/jhase9/nicar-geopandas-demo,#GIS #python #geopandas,"Presentation, Workshop, Repo or Tip Sheet",
3/11/2026 19:31,2026,agent-fecfile: A Claude Code plugin for analyzing Federal Election Commission (FEC) campaign finance filings. Includes an Agent Skill and an MCP server for API access.,Matt Hodges,https://github.com/hodgesmr/agent-fecfile,#campaignfinance #politics #commandline #GenAI,"Tool, Software or Resource",Featured in Aaron Kessler's presentation on Claude Skills
3/11/2026 19:38,2026,pycar: NICAR Python mini boot camp,IRE,https://github.com/ireapps/pycar,#python #bootcamp,"Presentation, Workshop, Repo or Tip Sheet","Much of this repo was used in prior years, but it was updated for 2026"
3/11/2026 19:40,2026,Open-source SvelteKit frontend for the IRE archive semantic search,Ben Welsh for IRE,https://github.com/ireapps/ire-archive-frontend,#Svelte #Sveltekit,"Tool, Software or Resource","The searchable archive requires IRE membership, but this front-end code has been open sourced."
